accession,cds_id,start,end,strand,phrog_id,phrog_category,phrog_annot,method
JX442241.1,,33617,33718,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,33715,34218,,59,"DNA, RNA and nucleotide metabolism",HNH endonuclease,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,34193,34405,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,34454,34588,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,34570,35166,,5995,"DNA, RNA and nucleotide metabolism",DNA polymerase,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,35222,35833,,59,"DNA, RNA and nucleotide metabolism",HNH endonuclease,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,35864,36859,,1706,"DNA, RNA and nucleotide metabolism",CRISPR/Cas system associated,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,36856,37368,,159,"DNA, RNA and nucleotide metabolism",RuvC-like Holliday junction resolvase,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,37370,37918,,139,other,deoxynucleoside monophosphate kinase,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,37896,38261,,517,"DNA, RNA and nucleotide metabolism",HTH DNA binding protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,38221,38631,,18507,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,38724,39416,,18628,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,39432,39656,,17749,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,39613,39885,,19802,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,39960,40238,,17709,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,40260,41282,,249,"moron, auxiliary metabolic gene and host takeover",porphyrin biosynthesis,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,41301,42212,,7005,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,42213,42479,,18040,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,42472,43152,,17535,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,43156,43389,,18570,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,43430,43591,,17097,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,43557,43658,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,43648,44436,,18431,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,44408,44650,,21823,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,44731,45210,,17084,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,45200,45634,,17542,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,45627,46088,,17753,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,46088,46354,,22,"DNA, RNA and nucleotide metabolism",thioredoxin domain,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,46338,46676,,18081,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,46806,46988,,18681,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,46995,47186,,6414,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,47208,47717,,7296,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,47732,48277,,7296,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,48274,48579,,17786,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,49094,48576,,59,"DNA, RNA and nucleotide metabolism",HNH endonuclease,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,49398,49216,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,49533,49625,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,49636,49776,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,49913,50146,,18584,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,50143,50232,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,50249,50581,,17663,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,50689,50964,,8573,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,50980,51273,,16753,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,51273,51473,,17278,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,51485,51832,,4264,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,51904,52350,,7822,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,52361,52648,,18105,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,52707,53543,,16892,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,53595,53687,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,53684,53911,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,53908,54267,,11080,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,54365,54664,,18690,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,54649,54756,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,54924,55040,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,55065,55160,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,55749,55495,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,56023,55829,,17121,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,56232,56047,,16767,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,56779,56222,,16663,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,56937,56794,,17830,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,57320,56934,,26006,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,57952,57320,,121,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,58200,58036,,19990,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,58366,58211,,23978,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,58620,58363,,1666,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,58898,58620,,18615,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,59083,58907,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,59306,59076,,6406,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,59475,59299,,21953,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,59796,59485,,959,"DNA, RNA and nucleotide metabolism",HNH endonuclease,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,60156,59860,,2316,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,60422,60177,,17911,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,60514,60404,,38652,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,60716,60516,,21092,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,60916,60719,,20263,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,61277,60918,,28605,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,62200,61319,,559,"DNA, RNA and nucleotide metabolism",HNH endonuclease,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,62424,62260,,27701,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,62849,62454,,559,"DNA, RNA and nucleotide metabolism",HNH endonuclease,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,63098,62898,,18055,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,63350,63108,,18191,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,63572,63363,,18373,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,63789,63586,,17919,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,64039,63776,,20334,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,64343,64086,,6406,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,64614,64333,,6406,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,64816,64571,,6406,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,65037,64813,,10526,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,65282,65049,,10526,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,65530,65279,,10628,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,65775,65542,,17836,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,66024,65788,,10628,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,66457,66014,,17491,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,66852,66466,,17111,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
JX442241.1,,67169,67056,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,700,419,,16836,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,822,691,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,1041,934,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,1023,1382,,3543,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,1467,1616,,10369,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,1704,2156,,11937,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,2158,2253,,28207,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,2311,2589,,1384,other,Mom-like DNA modification protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,2606,3130,,14286,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,3283,3161,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,3312,3656,,4264,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,3832,4053,,5149,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,4059,4508,,7822,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,4619,4897,,10501,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,5237,5410,,10584,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,5538,5828,,9527,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,5842,6129,,9852,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,6283,6555,,9612,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,6721,6849,,9360,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,6920,7066,,27358,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,7269,7538,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,7651,8181,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,8225,8575,,9107,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,8643,8750,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,8752,8973,,7175,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,8970,9089,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,9086,9391,,12028,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,9339,9845,,12804,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,9856,11016,,11450,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,11169,11594,,7738,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,11612,11902,,6964,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,11899,12084,,6159,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,12084,12431,,3392,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,12463,12744,,9728,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,12823,13155,,9112,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,13255,13551,,11576,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,13616,13795,,30920,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,13818,14180,,10101,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,14180,14536,,10214,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,15353,14580,,246,other,NinI-like serine-threonine phosphatase,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,15686,15366,,9499,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,15988,15683,,9952,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,16511,16002,,7296,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,16724,16533,,6414,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,17014,16730,,10844,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,17207,17088,,9730,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,17485,17204,,9517,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,17769,17545,,14763,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,18312,17770,,9379,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,18536,18309,,9937,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,19792,18539,,10246,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,20216,19794,,10136,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,20770,20282,,10442,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,21408,20776,,9902,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,21608,21411,,12982,tail,tail fiber protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,22017,21598,,1934,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,22199,22014,,22601,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,22663,22190,,547,other,phosphoesterase,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,23022,22804,,9695,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,23416,23039,,1238,"moron, auxiliary metabolic gene and host takeover",phosphoheptose isomerase,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,23775,23419,,9618,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,24796,23855,,548,"DNA, RNA and nucleotide metabolism",RNA ligase,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,25346,24810,,1460,"DNA, RNA and nucleotide metabolism",tRNA amidotransferase,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,25534,25343,,9898,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,26038,25535,,1017,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,26309,26040,,9717,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,27567,26356,,1075,"DNA, RNA and nucleotide metabolism",tRNA splicing ligase,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,27885,27673,,9650,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,28300,27869,,990,other,metal-dependent phosphohydrolase,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,28538,28314,,14899,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,28794,28552,,8,transcription regulation,transcriptional regulator,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,30415,28895,,850,"DNA, RNA and nucleotide metabolism",RNA-binding protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,30990,30799,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,31349,31131,,6885,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,31547,31708,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,31832,31716,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,31927,32019,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,32013,32132,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,32125,32253,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,32827,32420,,9386,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,33050,32853,,9389,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,33422,33300,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,34014,33643,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,34142,34237,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,35461,35186,,1048,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,36016,35585,,9075,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,36305,36394,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,36922,36800,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,37053,36961,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,37141,37233,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,37606,37370,,1215,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,37997,37656,,937,other,hemolysin,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,38366,38022,,1481,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,38651,38382,,15252,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,38767,39153,,3395,"moron, auxiliary metabolic gene and host takeover",membrane protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,39137,39409,,1321,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,39415,39831,,1063,head and packaging,terminase small subunit,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,39831,40112,,9315,head and packaging,terminase large subunit,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,40161,40072,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,40498,40352,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,40462,42015,,675,head and packaging,terminase large subunit,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,42084,42923,,1917,head and packaging,virion structural protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,42928,43125,,26070,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,43115,43753,,1116,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,43743,44123,,1991,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,44187,45212,,5182,lysis,endolysin,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,45409,45305,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,45385,46113,,6631,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,46216,46536,,9678,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,46619,46888,,1108,head and packaging,portal protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,46893,48548,,15361,head and packaging,portal protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,48671,49441,,1028,head and packaging,head maturation protease,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,49434,50330,,1133,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,50500,51906,,752,head and packaging,major head protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,51988,52338,,9462,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,52345,53226,,772,tail,tail fiber protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,53244,54062,,1004,head and packaging,virion structural protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,54113,54679,,1127,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,54692,55531,,1000,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,55531,55851,,9471,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,55855,57543,,279,tail,tail sheath,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,57611,58033,,985,head and packaging,virion structural protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,58185,58628,,1038,tail,tail assembly chaperone,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,58684,59289,,1316,"DNA, RNA and nucleotide metabolism",RNA polymerase beta subunit,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,59432,63079,,1047,tail,tail associated lysin,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,63125,65512,,1015,tail,tail protein with lysin activity,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,65530,67062,,7994,other,glycerophosphoryl diester phosphodiesterase,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,67100,67813,,1011,head and packaging,virion structural protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,67818,68351,,1073,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,68338,69048,,975,tail,baseplate protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,69062,70108,,6,tail,baseplate wedge subunit,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,70144,74073,,2386,head and packaging,virion structural protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,74190,74711,,1394,head and packaging,virion structural protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,74845,78183,,877,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,78229,78450,,1074,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,78453,79745,,9794,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,79753,80187,,9920,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,80184,80321,,134,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,80422,83439,,16,"DNA, RNA and nucleotide metabolism",DNA helicase,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,83454,85094,,1098,"DNA, RNA and nucleotide metabolism",HTH DNA binding protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,85112,86575,,19,"DNA, RNA and nucleotide metabolism",DnaB-like replicative helicase,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,86590,87642,,100,"DNA, RNA and nucleotide metabolism",SbcD-like subunit of palindrome specific endonuclease,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,87737,89620,,77,"DNA, RNA and nucleotide metabolism",SbcC-like subunit of palindrome specific endonuclease,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,89640,90230,,1070,"moron, auxiliary metabolic gene and host takeover",anti-sigma factor,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,90230,91291,,47,"DNA, RNA and nucleotide metabolism",DNA primase,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,91386,91985,,135,"DNA, RNA and nucleotide metabolism",dUTPase,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,91982,92206,,10262,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,92203,92526,,7516,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,92519,92941,,1095,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,92944,93564,,244,"DNA, RNA and nucleotide metabolism",RusA-like Holliday junction resolvase,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,93661,95028,,3987,"DNA, RNA and nucleotide metabolism",ribonucleotide reductase large subunit,ab initio prediction:PHANOTATE:1.6.7
MN939539.1,,95092,95181,,No_PHROGs_HMM,unknown function,hypothetical protein,ab initio prediction:PHANOTATE:1.6.7
