accession,name,site_start,site_end,gap_bp,left_gene,left_category,right_gene,right_category,dist_to_lysis_bp,insertion_score,rationale
MN904502.1,"Listeria phage LP-018, complete genome",8986,9065,79,hypothetical protein,permissive,hypothetical protein,permissive,21765.0,50.0,minimal gap (79 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN904502.1,"Listeria phage LP-018, complete genome",9374,9436,62,hypothetical protein,permissive,hypothetical protein,permissive,21385.0,50.0,minimal gap (62 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN904502.1,"Listeria phage LP-018, complete genome",19529,19775,246,hypothetical protein,permissive,hypothetical protein,permissive,11138.0,50.0,minimal gap (246 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN904502.1,"Listeria phage LP-018, complete genome",22005,22060,55,HNH homing endonuclease,permissive,hypothetical protein,permissive,8758.0,50.0,minimal gap (55 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN904502.1,"Listeria phage LP-018, complete genome",36732,36791,59,hypothetical protein,permissive,hypothetical protein,permissive,5971.0,50.0,minimal gap (59 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN904502.1,"Listeria phage LP-018, complete genome",37791,37871,80,hypothetical protein,permissive,hypothetical protein,permissive,7041.0,50.0,minimal gap (80 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN904502.1,"Listeria phage LP-018, complete genome",39817,39885,68,hypothetical protein,permissive,hypothetical protein,permissive,9061.0,50.0,minimal gap (68 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN904502.1,"Listeria phage LP-018, complete genome",42701,42898,197,HNH endonuclease,permissive,hypothetical protein,permissive,12009.0,50.0,minimal gap (197 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN904502.1,"Listeria phage LP-018, complete genome",44186,44293,107,hypothetical protein,permissive,hypothetical protein,permissive,13449.0,50.0,minimal gap (107 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN904502.1,"Listeria phage LP-018, complete genome",45372,45443,71,hypothetical protein,permissive,hypothetical protein,permissive,14617.0,50.0,minimal gap (71 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN904502.1,"Listeria phage LP-018, complete genome",46188,46246,58,hypothetical protein,permissive,hypothetical protein,permissive,15427.0,50.0,minimal gap (58 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN904502.1,"Listeria phage LP-018, complete genome",47071,47205,134,hypothetical protein,permissive,hypothetical protein,permissive,16348.0,50.0,minimal gap (134 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN904502.1,"Listeria phage LP-018, complete genome",48866,49067,201,hypothetical protein,permissive,hypothetical protein,permissive,15160.0,50.0,minimal gap (201 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN904502.1,"Listeria phage LP-018, complete genome",53566,53659,93,hypothetical protein,permissive,hypothetical protein,permissive,10514.0,50.0,minimal gap (93 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
MN904502.1,"Listeria phage LP-018, complete genome",6619,6696,77,fibronectin type III domain protein,other,hypothetical protein,permissive,24133.0,43.0,minimal gap (77 bp) · neither flank essential · far from lysis cluster · one permissive flank
MN904502.1,"Listeria phage LP-018, complete genome",52940,53003,63,His-Me finger endonuclease,other,hypothetical protein,permissive,11155.0,43.0,minimal gap (63 bp) · neither flank essential · far from lysis cluster · one permissive flank
MN904502.1,"Listeria phage LP-018, complete genome",28313,28368,55,DNA polymerase I,essential,HNH homing endonuclease,permissive,2450.0,38.0,minimal gap (55 bp) · one flank essential (acceptable) · within 5 kb of lysis cluster · one permissive flank
MN904502.1,"Listeria phage LP-018, complete genome",59447,59772,325,hypothetical protein,permissive,terminase small subunit,essential,4517.0,38.0,minimal gap (325 bp) · one flank essential (acceptable) · within 5 kb of lysis cluster · one permissive flank
MN904502.1,"Listeria phage LP-018, complete genome",5464,5529,65,major capsid protein,essential,hypothetical protein,permissive,25294.0,28.0,minimal gap (65 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
MN904502.1,"Listeria phage LP-018, complete genome",24574,24650,76,hypothetical protein,permissive,DNA primase,essential,6178.0,28.0,minimal gap (76 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
MN904502.1,"Listeria phage LP-018, complete genome",3818,3868,50,capsid morphogenesis protein,essential,DUF4355 domain protein,other,26947.0,20.0,minimal gap (50 bp) · one flank essential (acceptable) · far from lysis cluster
OK283618.1,"Listeria phage LPML1, complete genome",37522,39413,1891,hypothetical protein,permissive,hypothetical protein,permissive,,70.0,comfortable gap (1891 bp ≥ 1000) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",46632,47493,861,hypothetical protein,permissive,hypothetical protein,permissive,,60.0,tight gap (861 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",47787,48712,925,hypothetical protein,permissive,hypothetical protein,permissive,,60.0,tight gap (925 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",2290,2442,152,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (152 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",2875,3131,256,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (256 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",5434,5514,80,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (80 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",8915,8968,53,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (53 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",14351,14494,143,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (143 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",24184,24425,241,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (241 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",24830,24903,73,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (73 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",34945,35015,70,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (70 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",35498,35726,228,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (228 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",36537,36793,256,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (256 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",39971,40169,198,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (198 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",40430,40519,89,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (89 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",40897,41352,455,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (455 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",45366,45440,74,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (74 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",45794,45885,91,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (91 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",49000,49109,109,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (109 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",49346,49438,92,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (92 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",49951,50060,109,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (109 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",50339,50415,76,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (76 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",50670,50758,88,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (88 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",50968,51107,139,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (139 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",51446,51755,309,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (309 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",52291,52378,87,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (87 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",52903,53023,120,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (120 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",53401,53505,104,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (104 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",53712,53811,99,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (99 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",54198,54284,86,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (86 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",54868,54960,92,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (92 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",55263,55720,457,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (457 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",56560,56640,80,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (80 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",57324,57479,155,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (155 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",57827,57882,55,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (55 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",59661,59736,75,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (75 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",60291,60378,87,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (87 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",61974,62047,73,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (73 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",66664,66748,84,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (84 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",67120,67210,90,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (90 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",67576,67649,73,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (73 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",71272,71342,70,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (70 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",79644,79697,53,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (53 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",81534,81602,68,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (68 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",82463,82581,118,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (118 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",84498,84582,84,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (84 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",85323,85398,75,hypothetical protein,permissive,hypothetical protein,permissive,,50.0,minimal gap (75 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
OK283618.1,"Listeria phage LPML1, complete genome",43161,43211,50,hypothetical protein,permissive,lysozyme,other,,43.0,minimal gap (50 bp) · neither flank essential · far from lysis cluster · one permissive flank
OK283618.1,"Listeria phage LPML1, complete genome",43685,43775,90,lysozyme,other,hypothetical protein,permissive,,43.0,minimal gap (90 bp) · neither flank essential · far from lysis cluster · one permissive flank
OK283618.1,"Listeria phage LPML1, complete genome",67985,68067,82,hypothetical protein,permissive,ribose-phosphate pyrophosphokinase,other,,43.0,minimal gap (82 bp) · neither flank essential · far from lysis cluster · one permissive flank
OK283618.1,"Listeria phage LPML1, complete genome",68961,69095,134,ribose-phosphate pyrophosphokinase,other,hypothetical protein,permissive,,43.0,minimal gap (134 bp) · neither flank essential · far from lysis cluster · one permissive flank
OK283618.1,"Listeria phage LPML1, complete genome",73603,73688,85,anaerobic ribonucleoside-triphosphate reductase,other,hypothetical protein,permissive,,43.0,minimal gap (85 bp) · neither flank essential · far from lysis cluster · one permissive flank
KJ094020.1,"Listeria phage LP-026, complete genome",31375,32066,691,hypothetical protein,permissive,hypothetical protein,permissive,1694.0,80.0,tight gap (691 bp) · neither flank essential · near lysis cluster (1694 bp) · both flanks permissive (hypothetical)
KJ094020.1,"Listeria phage LP-026, complete genome",29548,29608,60,hypothetical protein,permissive,LPXTG cell wall anchor domain-containing protein,lysis,448.0,73.0,minimal gap (60 bp) · neither flank essential · ⭐ adjacent to lysis gene · one permissive flank
KJ094020.1,"Listeria phage LP-026, complete genome",30445,30579,134,LPXTG cell wall anchor domain-containing protein,lysis,hypothetical protein,permissive,486.0,73.0,minimal gap (134 bp) · neither flank essential · ⭐ adjacent to lysis gene · one permissive flank
KJ094020.1,"Listeria phage LP-026, complete genome",14782,14874,92,hypothetical protein,permissive,hypothetical protein,permissive,1034.0,70.0,minimal gap (92 bp) · neither flank essential · near lysis cluster (1034 bp) · both flanks permissive (hypothetical)
KJ094020.1,"Listeria phage LP-026, complete genome",25998,26815,817,putative HNH homing endonuclease,permissive,hypothetical protein,permissive,3620.0,70.0,tight gap (817 bp) · neither flank essential · within 5 kb of lysis cluster · both flanks permissive (hypothetical)
KJ094020.1,"Listeria phage LP-026, complete genome",28732,28794,62,hypothetical protein,permissive,hypothetical protein,permissive,1263.0,70.0,minimal gap (62 bp) · neither flank essential · near lysis cluster (1263 bp) · both flanks permissive (hypothetical)
KJ094020.1,"Listeria phage LP-026, complete genome",30879,31279,400,hypothetical protein,permissive,hypothetical protein,permissive,1053.0,70.0,minimal gap (400 bp) · neither flank essential · near lysis cluster (1053 bp) · both flanks permissive (hypothetical)
KJ094020.1,"Listeria phage LP-026, complete genome",37025,38852,1827,hypothetical protein,permissive,hypothetical protein,permissive,7912.0,70.0,comfortable gap (1827 bp ≥ 1000) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
KJ094020.1,"Listeria phage LP-026, complete genome",16030,16104,74,hypothetical protein,permissive,hypothetical protein,permissive,2273.0,60.0,minimal gap (74 bp) · neither flank essential · within 5 kb of lysis cluster · both flanks permissive (hypothetical)
KJ094020.1,"Listeria phage LP-026, complete genome",27049,27151,102,hypothetical protein,permissive,hypothetical protein,permissive,2926.0,60.0,minimal gap (102 bp) · neither flank essential · within 5 kb of lysis cluster · both flanks permissive (hypothetical)
KJ094020.1,"Listeria phage LP-026, complete genome",27484,27582,98,hypothetical protein,permissive,hypothetical protein,permissive,2493.0,60.0,minimal gap (98 bp) · neither flank essential · within 5 kb of lysis cluster · both flanks permissive (hypothetical)
KJ094020.1,"Listeria phage LP-026, complete genome",34441,34603,162,hypothetical protein,permissive,hypothetical protein,permissive,4496.0,60.0,minimal gap (162 bp) · neither flank essential · within 5 kb of lysis cluster · both flanks permissive (hypothetical)
KJ094020.1,"Listeria phage LP-026, complete genome",34193,34276,83,DUF1642 domain-containing protein,other,hypothetical protein,permissive,4208.0,53.0,minimal gap (83 bp) · neither flank essential · within 5 kb of lysis cluster · one permissive flank
KJ094020.1,"Listeria phage LP-026, complete genome",3655,3999,344,hypothetical protein,permissive,hypothetical protein,permissive,9967.0,50.0,minimal gap (344 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
KJ094020.1,"Listeria phage LP-026, complete genome",4200,4505,305,hypothetical protein,permissive,HNH homing endonuclease,permissive,9442.0,50.0,minimal gap (305 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
KJ094020.1,"Listeria phage LP-026, complete genome",5009,5064,55,HNH homing endonuclease,permissive,hypothetical protein,permissive,8758.0,50.0,minimal gap (55 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
KJ094020.1,"Listeria phage LP-026, complete genome",19736,19796,60,hypothetical protein,permissive,hypothetical protein,permissive,5972.0,50.0,minimal gap (60 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
KJ094020.1,"Listeria phage LP-026, complete genome",20799,20880,81,hypothetical protein,permissive,hypothetical protein,permissive,7045.0,50.0,minimal gap (81 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
KJ094020.1,"Listeria phage LP-026, complete genome",22826,22894,68,hypothetical protein,permissive,hypothetical protein,permissive,7166.0,50.0,minimal gap (68 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
KJ094020.1,"Listeria phage LP-026, complete genome",23356,23421,65,hypothetical protein,permissive,hypothetical protein,permissive,6638.0,50.0,minimal gap (65 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
KJ094020.1,"Listeria phage LP-026, complete genome",49494,49562,68,putative endolysin,lysis,terminase large subunit,essential,508.0,50.0,minimal gap (68 bp) · one flank essential (acceptable) · ⭐ adjacent to lysis gene
KJ094020.1,"Listeria phage LP-026, complete genome",58937,58999,62,hypothetical protein,permissive,hypothetical protein,permissive,9948.0,50.0,minimal gap (62 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
KJ094020.1,"Listeria phage LP-026, complete genome",3411,3493,82,radical SAM domain-containing protein,other,hypothetical protein,permissive,10342.0,43.0,minimal gap (82 bp) · neither flank essential · far from lysis cluster · one permissive flank
KJ094020.1,"Listeria phage LP-026, complete genome",36399,36462,63,His-Me finger endonuclease,other,hypothetical protein,permissive,6404.0,43.0,minimal gap (63 bp) · neither flank essential · far from lysis cluster · one permissive flank
KJ094020.1,"Listeria phage LP-026, complete genome",56182,56259,77,fibronectin type III domain-containing protein,other,hypothetical protein,permissive,7200.0,43.0,minimal gap (77 bp) · neither flank essential · far from lysis cluster · one permissive flank
KJ094020.1,"Listeria phage LP-026, complete genome",9069,9220,151,hypothetical protein,permissive,DNA polymerase I,essential,4650.0,38.0,minimal gap (151 bp) · one flank essential (acceptable) · within 5 kb of lysis cluster · one permissive flank
KJ094020.1,"Listeria phage LP-026, complete genome",11317,11372,55,DNA polymerase I,essential,HNH homing endonuclease,permissive,2450.0,38.0,minimal gap (55 bp) · one flank essential (acceptable) · within 5 kb of lysis cluster · one permissive flank
KJ094020.1,"Listeria phage LP-026, complete genome",43725,44050,325,hypothetical protein,permissive,terminase small subunit,essential,4517.0,38.0,minimal gap (325 bp) · one flank essential (acceptable) · within 5 kb of lysis cluster · one permissive flank
KJ094020.1,"Listeria phage LP-026, complete genome",53380,53449,69,capsid morphogenesis protein,essential,DUF4355 domain-containing protein,other,4394.0,30.0,minimal gap (69 bp) · one flank essential (acceptable) · within 5 kb of lysis cluster
KJ094020.1,"Listeria phage LP-026, complete genome",55027,55092,65,major capsid protein,essential,hypothetical protein,permissive,6039.0,28.0,minimal gap (65 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
KJ094020.1,"Listeria phage LP-026, complete genome",58549,58628,79,major tail protein,essential,hypothetical protein,permissive,9568.0,28.0,minimal gap (79 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
KJ094020.1,"Listeria phage LP-026, complete genome",7578,7654,76,putative DNA helicase,essential,DNA primase,essential,6178.0,5.0,minimal gap (76 bp) · ⚠ both flanks essential · far from lysis cluster
KJ094021.1,"Listeria phage LP-114, complete genome",17584,18587,1003,HNH homing endonuclease,permissive,putative HNH homing endonuclease,permissive,2924.0,80.0,comfortable gap (1003 bp ≥ 1000) · neither flank essential · within 5 kb of lysis cluster · both flanks permissive (hypothetical)
KJ094021.1,"Listeria phage LP-114, complete genome",38578,39228,650,hypothetical protein,permissive,hypothetical protein,permissive,1686.0,80.0,tight gap (650 bp) · neither flank essential · near lysis cluster (1686 bp) · both flanks permissive (hypothetical)
KJ094021.1,"Listeria phage LP-114, complete genome",36739,36799,60,hypothetical protein,permissive,LPXTG cell wall anchor domain-containing protein,lysis,448.0,73.0,minimal gap (60 bp) · neither flank essential · ⭐ adjacent to lysis gene · one permissive flank
KJ094021.1,"Listeria phage LP-114, complete genome",37636,37770,134,LPXTG cell wall anchor domain-containing protein,lysis,hypothetical protein,permissive,486.0,73.0,minimal gap (134 bp) · neither flank essential · ⭐ adjacent to lysis gene · one permissive flank
KJ094021.1,"Listeria phage LP-114, complete genome",21997,22089,92,hypothetical protein,permissive,hypothetical protein,permissive,1034.0,70.0,minimal gap (92 bp) · neither flank essential · near lysis cluster (1034 bp) · both flanks permissive (hypothetical)
KJ094021.1,"Listeria phage LP-114, complete genome",32920,33737,817,putative HNH homing endonuclease,permissive,hypothetical protein,permissive,3889.0,70.0,tight gap (817 bp) · neither flank essential · within 5 kb of lysis cluster · both flanks permissive (hypothetical)
KJ094021.1,"Listeria phage LP-114, complete genome",35654,35722,68,hypothetical protein,permissive,hypothetical protein,permissive,1529.0,70.0,minimal gap (68 bp) · neither flank essential · near lysis cluster (1529 bp) · both flanks permissive (hypothetical)
KJ094021.1,"Listeria phage LP-114, complete genome",38070,38452,382,hypothetical protein,permissive,hypothetical protein,permissive,1044.0,70.0,minimal gap (382 bp) · neither flank essential · near lysis cluster (1044 bp) · both flanks permissive (hypothetical)
KJ094021.1,"Listeria phage LP-114, complete genome",23245,23319,74,hypothetical protein,permissive,hypothetical protein,permissive,2273.0,60.0,minimal gap (74 bp) · neither flank essential · within 5 kb of lysis cluster · both flanks permissive (hypothetical)
KJ094021.1,"Listeria phage LP-114, complete genome",33971,34073,102,hypothetical protein,permissive,hypothetical protein,permissive,3195.0,60.0,minimal gap (102 bp) · neither flank essential · within 5 kb of lysis cluster · both flanks permissive (hypothetical)
KJ094021.1,"Listeria phage LP-114, complete genome",34406,34504,98,hypothetical protein,permissive,hypothetical protein,permissive,2762.0,60.0,minimal gap (98 bp) · neither flank essential · within 5 kb of lysis cluster · both flanks permissive (hypothetical)
KJ094021.1,"Listeria phage LP-114, complete genome",9851,10423,572,radical SAM domain-containing protein,other,hypothetical protein,permissive,10872.0,53.0,tight gap (572 bp) · neither flank essential · far from lysis cluster · one permissive flank
KJ094021.1,"Listeria phage LP-114, complete genome",8436,8682,246,hypothetical protein,permissive,hypothetical protein,permissive,12450.0,50.0,minimal gap (246 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
KJ094021.1,"Listeria phage LP-114, complete genome",10624,10929,305,hypothetical protein,permissive,HNH homing endonuclease,permissive,10233.0,50.0,minimal gap (305 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
KJ094021.1,"Listeria phage LP-114, complete genome",11433,11488,55,HNH homing endonuclease,permissive,hypothetical protein,permissive,9549.0,50.0,minimal gap (55 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
KJ094021.1,"Listeria phage LP-114, complete genome",26951,27007,56,hypothetical protein,permissive,hypothetical protein,permissive,5970.0,50.0,minimal gap (56 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
KJ094021.1,"Listeria phage LP-114, complete genome",28010,28090,80,hypothetical protein,permissive,hypothetical protein,permissive,7041.0,50.0,minimal gap (80 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
KJ094021.1,"Listeria phage LP-114, complete genome",30036,30104,68,hypothetical protein,permissive,hypothetical protein,permissive,7147.0,50.0,minimal gap (68 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
KJ094021.1,"Listeria phage LP-114, complete genome",30566,30631,65,hypothetical protein,permissive,hypothetical protein,permissive,6619.0,50.0,minimal gap (65 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
KJ094021.1,"Listeria phage LP-114, complete genome",45225,45295,70,hypothetical protein,permissive,hypothetical protein,permissive,8043.0,50.0,minimal gap (70 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
KJ094021.1,"Listeria phage LP-114, complete genome",55443,55511,68,putative endolysin,lysis,terminase large subunit,essential,508.0,50.0,minimal gap (68 bp) · one flank essential (acceptable) · ⭐ adjacent to lysis gene
KJ094021.1,"Listeria phage LP-114, complete genome",64885,64947,62,hypothetical protein,permissive,hypothetical protein,permissive,9947.0,50.0,minimal gap (62 bp) · neither flank essential · far from lysis cluster · both flanks permissive (hypothetical)
KJ094021.1,"Listeria phage LP-114, complete genome",43744,43807,63,His-Me finger endonuclease,other,hypothetical protein,permissive,6558.0,43.0,minimal gap (63 bp) · neither flank essential · far from lysis cluster · one permissive flank
KJ094021.1,"Listeria phage LP-114, complete genome",62130,62207,77,fibronectin type III domain-containing protein,other,hypothetical protein,permissive,7199.0,43.0,minimal gap (77 bp) · neither flank essential · far from lysis cluster · one permissive flank
